Date,Ayrshire and Arran,Borders,Dumfries and Galloway,Fife,Forth Valley,Grampian,Greater Glasgow and Clyde,Highland,Lanarkshire,Lothian,Orkney,Shetland,Tayside,Western Isles
2021-01-29,13270,2614,3599,8838,8295,12325,55836,3886,32568,24104,61,210,11896,186
2021-01-30,13344,2626,3631,8870,8352,12388,56167,3926,32742,24223,62,210,11955,186
2021-01-31,13457,2638,3660,8910,8406,12426,56458,3960,32918,24344,62,210,12048,188
2021-02-01,13515,2649,3679,8950,8481,12471,56702,3976,33085,24455,62,210,12109,189
2021-02-02,13579,2655,3695,8989,8552,12516,56963,3987,33223,24518,62,210,12146,196
2021-02-03,13661,2666,3708,9031,8653,12569,57269,4029,33391,24600,62,210,12223,197
2021-02-04,13721,2685,3725,9077,8785,12646,57608,4067,33581,24759,62,210,12290,202
2021-02-05,13797,2690,3750,9101,8877,12701,57872,4114,33715,24862,62,210,12353,209
2021-02-06,13866,2699,3768,9131,8974,12734,58125,4148,33873,24995,63,210,12410,212
2021-02-07,13913,2705,3779,9156,9034,12778,58250,4163,34002,25067,63,211,12457,214
2021-02-08,13996,2709,3806,9178,9097,12829,58533,4214,34171,25188,63,211,12506,219
2021-02-09,14060,2715,3825,9202,9190,12863,58810,4246,34330,25278,63,212,12526,222
2021-02-10,14157,2722,3844,9236,9272,12909,59020,4265,34460,25387,64,212,12571,226
2021-02-11,14273,2727,3875,9259,9345,12954,59263,4309,34605,25468,66,212,12590,229
2021-02-12,14392,2731,3888,9295,9430,12974,59520,4334,34738,25568,68,212,12613,242
2021-02-13,14496,2735,3898,9330,9549,13031,59755,4362,34909,25671,69,212,12653,243
2021-02-14,14589,2738,3907,9362,9636,13078,60006,4382,35061,25847,69,212,12682,247
2021-02-15,14653,2743,3914,9387,9689,13097,60129,4411,35158,25959,69,212,12704,250
2021-02-16,14699,2746,3929,9433,9763,13124,60381,4424,35284,26098,69,212,12734,252
2021-02-17,14812,2758,3940,9460,9892,13177,60671,4450,35514,26279,69,212,12781,254
2021-02-18,14843,2759,3948,9522,9985,13203,60829,4487,35614,26399,70,212,12825,258
2021-02-19,14925,2766,3964,9547,10066,13231,61096,4504,35780,26562,70,212,12856,260
2021-02-20,14990,2779,3982,9595,10141,13256,61305,4526,35914,26734,70,212,12878,260
2021-02-21,15057,2784,3985,9633,10205,13292,61507,4551,36082,26912,70,212,12918,261
2021-02-22,15113,2790,3993,9659,10267,13326,61753,4568,36181,27052,70,212,12938,262
2021-02-23,15152,2791,4005,9683,10338,13338,61951,4582,36309,27175,70,212,12967,266
2021-02-24,15201,2793,4017,9724,10438,13385,62175,4601,36429,27308,70,212,13016,268
2021-02-25,15259,2799,4022,9764,10513,13403,62402,4615,36575,27449,70,212,13055,268
2021-02-26,15297,2801,4028,9805,10590,13422,62563,4621,36672,27554,70,212,13084,268
2021-02-27,15325,2803,4032,9828,10636,13441,62714,4631,36761,27660,70,212,13130,269
2021-02-28,15346,2804,4036,9859,10701,13463,62885,4641,36856,27774,70,212,13168,269
2021-03-01,15376,2807,4040,9876,10740,13476,63008,4655,36907,27844,70,212,13188,271
2021-03-02,15400,2810,4043,9891,10814,13488,63166,4673,37008,27948,70,212,13217,272
2021-03-03,15449,2813,4045,9914,10884,13517,63316,4682,37110,28025,70,212,13246,272
2021-03-04,15481,2816,4048,9936,10942,13540,63462,4704,37197,28096,70,213,13276,274
2021-03-05,15505,2820,4052,9947,10987,13560,63619,4717,37304,28169,70,213,13313,277
2021-03-06,15537,2824,4056,9995,11036,13586,63785,4726,37395,28241,70,213,13359,285
2021-03-07,15561,2827,4060,10003,11092,13615,63889,4738,37456,28304,70,213,13382,288
2021-03-08,15598,2833,4061,10044,11139,13640,64027,4752,37555,28371,70,213,13408,288
2021-03-09,15624,2835,4069,10068,11191,13657,64181,4770,37636,28433,70,213,13429,289
2021-03-10,15707,2837,4074,10105,11251,13687,64413,4785,37738,28529,70,213,13457,290
2021-03-11,15758,2837,4081,10142,11307,13728,64596,4793,37840,28602,70,213,13490,290
2021-03-12,15800,2842,4084,10185,11346,13771,64847,4817,37945,28695,70,213,13524,290
2021-03-13,15855,2844,4088,10227,11393,13805,65021,4842,38077,28792,70,213,13551,290
2021-03-14,15904,2846,4089,10266,11426,13828,65182,4851,38142,28867,70,213,13578,290
2021-03-15,15949,2847,4091,10295,11449,13846,65320,4867,38218,28937,70,214,13615,290
2021-03-16,16000,2851,4091,10343,11486,13874,65527,4876,38316,29018,70,219,13644,290
2021-03-17,16074,2854,4096,10393,11521,13896,65706,4887,38413,29123,70,219,13687,291
2021-03-18,16119,2856,4097,10438,11556,13927,65874,4899,38505,29257,70,221,13744,291
2021-03-19,16170,2857,4098,10478,11589,13962,66036,4912,38639,29395,70,221,13791,291
2021-03-20,16203,2857,4100,10518,11625,13993,66167,4922,38716,29480,70,224,13831,291
2021-03-21,16232,2857,4105,10544,11657,14018,66308,4926,38818,29584,71,224,13894,291
2021-03-22,16253,2857,4106,10563,11684,14043,66443,4930,38872,29630,71,224,13918,294
2021-03-23,16283,2857,4116,10594,11704,14071,66586,4936,38974,29737,71,229,13931,294
2021-03-24,16306,2857,4125,10628,11763,14125,66773,4940,39082,29902,71,229,13980,294
2021-03-25,16344,2859,4129,10654,11794,14181,66950,4952,39223,29882,71,230,14036,294
2021-03-26,16376,2863,4130,10681,11823,14224,67119,4954,39332,29976,71,230,14069,294
2021-03-27,16404,2866,4134,10710,11872,14269,67276,4958,39432,30095,71,230,14094,294
2021-03-28,16439,2867,4134,10730,11913,14284,67383,4959,39513,30176,71,231,14133,294
2021-03-29,16461,2870,4134,10751,11954,14313,67484,4961,39581,30220,71,231,14154,294
2021-03-30,16483,2870,4136,10773,11999,14326,67576,4968,39659,30329,71,231,14175,294
2021-03-31,16524,2871,4137,10799,12074,14374,67712,4972,39757,30402,71,232,14213,294
2021-04-01,16548,2872,4137,10812,12114,14409,67832,4975,39824,30475,71,232,14237,294
2021-04-02,16571,2872,4137,10860,12150,14434,67937,4983,39896,30538,71,232,14271,294
2021-04-03,16596,2873,4137,10892,12185,14453,68061,4996,39958,30595,71,232,14300,294
2021-04-04,16613,2873,4137,10916,12224,14473,68158,5006,40010,30653,71,232,14326,294
2021-04-05,16620,2874,4137,10936,12240,14488,68231,5015,40055,30699,71,232,14342,294
2021-04-06,16634,2874,4137,10961,12259,14497,68324,5022,40087,30743,71,232,14358,294
2021-04-07,16647,2874,4137,10988,12280,14519,68418,5024,40139,30789,71,232,14370,294
2021-04-08,16662,2875,4137,11021,12323,14556,68518,5027,40204,30830,71,232,14396,294
2021-04-09,16677,2876,4139,11049,12347,14590,68608,5029,40245,30866,71,232,14408,294
2021-04-10,16690,2877,4140,11072,12378,14622,68679,5031,40304,30897,71,232,14425,294
2021-04-11,16702,2877,4141,11093,12397,14636,68752,5041,40360,30923,71,233,14442,294
2021-04-12,16712,2877,4142,11114,12407,14649,68819,5050,40388,30951,71,233,14454,294
2021-04-13,16714,2877,4142,11130,12416,14666,68914,5051,40439,30972,71,235,14461,294
2021-04-14,16724,2878,4143,11172,12433,14689,68999,5060,40484,31001,71,235,14477,294
2021-04-15,16729,2879,4143,11187,12447,14707,69087,5072,40523,31028,71,235,14495,294
2021-04-16,16758,2882,4145,11208,12475,14732,69204,5082,40603,31060,71,235,14512,294
2021-04-17,16775,2882,4146,11220,12489,14755,69258,5087,40652,31082,71,235,14525,294
2021-04-18,16789,2883,4146,11230,12500,14773,69318,5089,40710,31108,71,235,14536,294
2021-04-19,16810,2883,4147,11239,12514,14791,69376,5093,40766,31138,71,235,14557,294
2021-04-20,16826,2883,4147,11249,12521,14814,69421,5096,40795,31167,71,235,14573,294
2021-04-21,16851,2883,4149,11273,12543,14833,69489,5099,40855,31204,71,235,14586,294
2021-04-22,16879,2883,4152,11290,12553,14854,69553,5101,40897,31238,71,235,14596,294
2021-04-23,16905,2883,4158,11314,12565,14864,69627,5108,40950,31265,72,235,14611,294
2021-04-24,16914,2883,4168,11333,12575,14877,69660,5109,40979,31297,73,235,14631,294
2021-04-25,16932,2884,4170,11343,12582,14886,69726,5112,41008,31320,73,235,14639,294
2021-04-26,16941,2884,4173,11361,12589,14896,69757,5117,41034,31342,73,235,14650,294
2021-04-27,16950,2884,4175,11377,12593,14909,69806,5119,41051,31356,72,235,14658,294
2021-04-28,16967,2886,4178,11396,12602,14935,69861,5121,41076,31390,72,235,14670,294
2021-04-29,16982,2887,4184,11420,12609,14952,69904,5132,41103,31411,72,235,14676,294
2021-04-30,16996,2890,4190,11440,12621,14975,69944,5133,41132,31449,72,235,14681,294
2021-05-01,17009,2890,4197,11454,12628,14991,69990,5137,41154,31490,72,235,14686,294
2021-05-02,17015,2891,4197,11463,12643,15013,70028,5141,41178,31511,72,235,14692,294
2021-05-03,17023,2892,4199,11466,12652,15034,70061,5146,41207,31528,72,235,14696,294
2021-05-04,17041,2892,4200,11476,12659,15050,70096,5149,41227,31554,72,235,14699,294
2021-05-05,17044,2892,4200,11485,12668,15068,70121,5149,41236,31565,72,235,14700,294
2021-05-06,17056,2893,4204,11510,12685,15104,70215,5153,41279,31600,72,235,14712,294
2021-05-07,17076,2894,4205,11522,12706,15138,70288,5155,41311,31633,72,235,14719,294
2021-05-08,17091,2896,4206,11538,12711,15157,70376,5156,41340,31666,72,235,14734,294
2021-05-09,17101,2897,4208,11551,12718,15180,70453,5159,41364,31690,72,235,14750,294
2021-05-10,17113,2897,4208,11564,12732,15200,70502,5163,41392,31707,72,235,14761,294
2021-05-11,17127,2897,4208,11580,12741,15221,70597,5165,41437,31740,72,235,14764,294
2021-05-12,17143,2897,4211,11605,12765,15248,70738,5170,41488,31780,72,235,14777,294
2021-05-13,17153,2897,4210,11632,12773,15255,70876,5172,41527,31806,72,235,14790,295
2021-05-14,17157,2900,4210,11648,12774,15270,70986,5172,41548,31843,72,235,14797,296
2021-05-15,17178,2901,4212,11674,12787,15296,71162,5177,41613,31897,74,235,14819,296
2021-05-16,17190,2902,4212,11690,12806,15312,71305,5178,41645,31942,74,235,14826,296
2021-05-17,17192,2902,4212,11711,12815,15327,71365,5178,41670,31963,74,235,14834,296
2021-05-18,17203,2903,4212,11722,12840,15330,71503,5180,41702,31992,74,236,14848,297
2021-05-19,17220,2905,4213,11744,12866,15350,71695,5185,41739,32051,74,236,14861,297
2021-05-20,17246,2907,4214,11769,12888,15360,71913,5188,41782,32116,74,236,14878,297
2021-05-21,17264,2907,4215,11780,12917,15368,72125,5194,41844,32164,74,236,14897,297
2021-05-22,17281,2908,4215,11800,12945,15380,72294,5195,41882,32229,74,236,14916,297
2021-05-23,17296,2908,4215,11808,12959,15387,72498,5198,41921,32292,74,236,14941,297
2021-05-24,17318,2909,4215,11819,12978,15395,72653,5204,41951,32331,74,236,14963,297
2021-05-25,17336,2909,4215,11830,13006,15406,72802,5205,41985,32385,74,236,14975,297
2021-05-26,17369,2911,4216,11856,13031,15422,73031,5211,42079,32444,74,236,15030,297
