Date,Ayrshire and Arran,Borders,Dumfries and Galloway,Fife,Forth Valley,Grampian,Greater Glasgow and Clyde,Highland,Lanarkshire,Lothian,Orkney,Shetland,Tayside,Western Isles,The Golden Jubilee National Hospital
2021-09-09,7,*,*,*,7,11,18,*,14,12,*,*,7,*,*
2021-09-10,8,*,*,*,8,9,17,*,13,12,*,*,6,*,*
2021-09-11,8,*,5,*,8,9,19,*,13,12,*,*,5,*,*
2021-09-12,8,*,*,*,8,12,21,*,13,13,*,*,5,*,*
2021-09-13,7,*,*,*,9,10,19,*,15,16,*,*,*,*,*
2021-09-14,9,*,*,*,9,11,17,*,16,14,*,*,*,*,*
2021-09-15,8,*,*,*,8,11,17,*,18,16,*,*,*,*,*
2021-09-16,9,*,*,*,8,10,21,*,18,15,*,*,*,*,*
2021-09-17,8,*,*,5,5,9,23,*,18,13,*,*,*,*,*
2021-09-18,9,*,*,*,6,11,26,*,22,14,*,*,*,*,*
2021-09-19,9,*,*,*,7,13,25,*,21,14,*,*,*,*,*
2021-09-20,8,*,*,5,7,11,22,*,22,16,*,*,*,*,*
2021-09-21,7,*,*,*,7,10,22,*,23,15,*,*,*,*,*
2021-09-22,7,*,*,*,5,9,19,*,19,13,*,*,*,*,*
2021-09-23,7,*,*,5,5,10,22,*,16,14,*,*,*,*,*
2021-09-24,5,*,*,5,6,9,21,*,10,15,*,*,*,*,*
2021-09-25,7,*,*,5,6,9,20,*,10,14,*,*,*,*,*
2021-09-26,7,*,*,*,6,11,20,*,9,13,*,*,*,*,*
2021-09-27,7,*,*,*,6,10,17,*,9,14,*,*,*,*,*
2021-09-28,8,*,*,*,6,9,16,*,8,12,*,*,*,*,*
2021-09-29,7,*,5,*,5,10,13,*,8,13,*,*,*,*,*
2021-09-30,7,*,5,5,5,11,13,*,10,14,*,*,*,*,*
2021-10-01,8,*,*,5,*,10,15,*,5,11,*,*,*,*,*
2021-10-02,6,*,*,*,*,10,15,*,7,13,*,*,*,*,*
2021-10-03,7,*,*,*,*,10,15,*,10,13,*,*,*,*,*
2021-10-04,7,*,*,*,*,8,10,*,13,13,*,*,*,*,*
2021-10-05,7,*,*,*,*,8,10,*,11,16,*,*,*,*,*
2021-10-06,7,*,*,*,*,8,12,*,10,18,*,*,*,*,*
2021-10-07,9,*,5,5,*,8,12,*,10,16,*,*,*,*,*
2021-10-08,8,*,*,5,*,8,12,*,9,14,*,*,*,*,*
2021-10-09,7,*,*,*,*,8,13,*,11,11,*,*,*,*,*
2021-10-10,8,*,*,*,*,6,12,*,9,11,*,*,*,*,*
2021-10-11,8,*,*,*,*,6,11,*,9,11,*,*,*,*,*
2021-10-12,7,*,*,*,*,6,11,*,9,9,*,*,*,*,*
2021-10-13,7,*,*,*,*,5,11,*,8,10,*,*,*,*,*
2021-10-14,7,*,*,*,5,*,13,*,8,9,*,*,*,*,*
2021-10-15,7,*,*,*,*,*,12,*,6,8,*,*,*,*,*
2021-10-16,9,*,*,*,5,*,13,*,6,7,*,*,*,*,*
2021-10-17,9,*,*,*,6,*,11,*,6,7,*,*,*,*,*
2021-10-18,8,*,*,*,6,*,11,*,6,7,*,*,*,*,*
2021-10-19,7,*,*,*,7,*,12,*,6,7,*,*,*,*,*
2021-10-20,8,*,*,*,7,5,12,*,7,7,*,*,*,*,*
2021-10-21,8,*,*,*,9,7,12,*,7,9,*,*,*,*,*
2021-10-22,6,*,*,*,7,5,14,*,8,11,*,*,*,*,*
2021-10-23,6,*,*,*,8,5,13,*,9,11,*,*,*,*,*
2021-10-24,6,*,*,*,7,*,14,*,9,11,*,*,*,*,*
2021-10-25,7,*,*,*,7,*,14,*,9,9,*,*,*,*,*
2021-10-26,7,*,*,*,8,*,14,*,8,9,*,*,*,*,*
2021-10-27,6,*,*,*,10,*,15,*,7,8,*,*,*,*,*
2021-10-28,6,*,*,*,8,*,15,*,7,9,*,*,*,*,*
2021-10-29,6,*,*,*,10,*,15,*,6,9,*,*,*,*,*
2021-10-30,8,*,*,*,14,*,15,*,5,9,*,*,*,*,*
2021-10-31,7,*,*,*,13,*,15,*,6,9,*,*,*,*,*
2021-11-01,6,*,6,*,11,*,15,*,8,10,*,*,*,*,*
2021-11-02,7,*,7,*,12,*,11,*,7,9,*,*,*,*,*
2021-11-03,6,*,7,*,8,7,11,*,8,9,*,*,*,*,*
2021-11-04,5,*,7,*,7,7,11,*,8,10,*,*,*,*,*
2021-11-05,5,*,5,*,6,10,11,*,6,7,*,*,5,*,*
2021-11-06,*,*,*,*,6,11,9,*,6,6,*,*,*,*,*
2021-11-07,*,*,*,*,6,11,10,*,6,5,*,*,5,*,*
2021-11-08,*,*,*,*,5,11,9,*,5,*,*,*,5,*,*
2021-11-09,*,*,5,*,5,11,9,*,7,5,*,*,5,*,*
2021-11-10,*,*,6,*,5,11,10,*,7,7,*,*,6,*,*
2021-11-11,*,*,*,*,*,11,10,*,8,7,*,*,6,*,*
2021-11-12,*,*,*,*,*,10,10,*,6,7,*,*,6,*,*
2021-11-13,*,*,5,*,6,10,10,*,*,*,*,*,6,*,*
2021-11-14,*,*,*,*,6,10,9,*,*,5,*,*,6,*,*
2021-11-15,*,*,*,5,6,11,8,*,7,5,*,*,6,*,*
2021-11-16,*,*,*,*,6,10,7,*,7,6,*,*,6,*,*
2021-11-17,*,*,*,*,6,11,7,*,7,8,*,*,7,*,*
